admin_code	display_name	territory_wikidata_id	parent_kreis_code	source
01001000	Flensburg	Q3798	01001	seed.de_admin_municipality
01002000	Kiel	Q1707	01002	seed.de_admin_municipality
01003000	Lübeck	Q2843	01003	seed.de_admin_municipality
01004000	Neumünster	Q3879	01004	seed.de_admin_municipality
01051001	Albersdorf	Q499889	01051	seed.de_admin_municipality
01051002	Arkebek	Q552527	01051	seed.de_admin_municipality
01051003	Averlak	Q551777	01051	seed.de_admin_municipality
01051004	Bargenstedt	Q551789	01051	seed.de_admin_municipality
01051005	Barkenholm	Q543952	01051	seed.de_admin_municipality
01051006	Barlt	Q566389	01051	seed.de_admin_municipality
01051008	Bergewöhrden	Q551815	01051	seed.de_admin_municipality
01051010	Brickeln	Q552550	01051	seed.de_admin_municipality
01051011	Brunsbüttel	Q516635	01051	seed.de_admin_municipality
01051012	Buchholz	Q660887	01051	seed.de_admin_municipality
01051013	Büsum	Q20768	01051	seed.de_admin_municipality
01051014	Büsumer Deichhausen	Q551702	01051	seed.de_admin_municipality
01051015	Bunsoh	Q554182	01051	seed.de_admin_municipality
01051016	Burg (Dithmarschen)	Q544002	01051	seed.de_admin_municipality
01051017	Busenwurth	Q551670	01051	seed.de_admin_municipality
01051019	Dellstedt	Q551656	01051	seed.de_admin_municipality
01051020	Delve	Q551640	01051	seed.de_admin_municipality
01051021	Diekhusen-Fahrstedt	Q241303	01051	seed.de_admin_municipality
01051022	Dingen	Q551686	01051	seed.de_admin_municipality
01051023	Dörpling	Q551382	01051	seed.de_admin_municipality
01051024	Eddelak	Q551677	01051	seed.de_admin_municipality
01051026	Eggstedt	Q551833	01051	seed.de_admin_municipality
01051027	Elpersbüttel	Q533424	01051	seed.de_admin_municipality
01051028	Epenwöhrden	Q533471	01051	seed.de_admin_municipality
01051030	Fedderingen	Q533582	01051	seed.de_admin_municipality
01051032	Frestedt	Q537957	01051	seed.de_admin_municipality
01051033	Friedrichsgabekoog	Q212714	01051	seed.de_admin_municipality
01051034	Friedrichskoog	Q538124	01051	seed.de_admin_municipality
01051035	Gaushorn	Q254692	01051	seed.de_admin_municipality
01051036	Glüsing	Q551393	01051	seed.de_admin_municipality
01051037	Großenrade	Q551691	01051	seed.de_admin_municipality
01051038	Groven	Q551796	01051	seed.de_admin_municipality
01051039	Gudendorf	Q538628	01051	seed.de_admin_municipality
01051043	Hedwigenkoog	Q533392	01051	seed.de_admin_municipality
01051044	Heide	Q492322	01051	seed.de_admin_municipality
01051045	Hellschen-Heringsand-Unterschaar	Q538092	01051	seed.de_admin_municipality
01051046	Helse	Q526857	01051	seed.de_admin_municipality
01051047	Hemme	Q536551	01051	seed.de_admin_municipality
01051048	Hemmingstedt	Q522133	01051	seed.de_admin_municipality
01051049	Hennstedt	Q551632	01051	seed.de_admin_municipality
01051050	Hillgroven	Q525086	01051	seed.de_admin_municipality
01051051	Hochdonn	Q280452	01051	seed.de_admin_municipality
01051052	Hövede	Q524809	01051	seed.de_admin_municipality
01051053	Hollingstedt	Q551673	01051	seed.de_admin_municipality
01051054	Immenstedt	Q552531	01051	seed.de_admin_municipality
01051057	Kaiser-Wilhelm-Koog	Q533597	01051	seed.de_admin_municipality
01051058	Karolinenkoog	Q537846	01051	seed.de_admin_municipality
01051060	Kleve	Q629588	01051	seed.de_admin_municipality
01051061	Krempel	Q536520	01051	seed.de_admin_municipality
01051062	Kronprinzenkoog	Q528687	01051	seed.de_admin_municipality
01051063	Krumstedt	Q524650	01051	seed.de_admin_municipality
01051064	Kuden	Q629640	01051	seed.de_admin_municipality
01051065	Lehe	Q567442	01051	seed.de_admin_municipality
01051067	Lieth	Q558160	01051	seed.de_admin_municipality
01051068	Linden	Q390368	01051	seed.de_admin_municipality
01051069	Lohe-Rickelshof	Q550364	01051	seed.de_admin_municipality
01051071	Lunden	Q554187	01051	seed.de_admin_municipality
01051072	Marne	Q542799	01051	seed.de_admin_municipality
01051073	Marnerdeich	Q427511	01051	seed.de_admin_municipality
01051074	Meldorf	Q498545	01051	seed.de_admin_municipality
01051075	Neuenkirchen	Q550351	01051	seed.de_admin_municipality
01051076	Neufeld	Q548349	01051	seed.de_admin_municipality
01051077	Neufelderkoog	Q528435	01051	seed.de_admin_municipality
01051078	Nindorf	Q524443	01051	seed.de_admin_municipality
01051079	Norddeich	Q533405	01051	seed.de_admin_municipality
01051080	Norderheistedt	Q371547	01051	seed.de_admin_municipality
01051081	Norderwöhrden	Q524556	01051	seed.de_admin_municipality
01051082	Nordhastedt	Q528348	01051	seed.de_admin_municipality
01051083	Odderade	Q528531	01051	seed.de_admin_municipality
01051084	Oesterdeichstrich	Q629532	01051	seed.de_admin_municipality
01051085	Offenbüttel	Q554140	01051	seed.de_admin_municipality
01051086	Osterrade	Q537900	01051	seed.de_admin_municipality
01051087	Ostrohe	Q524674	01051	seed.de_admin_municipality
01051088	Pahlen	Q517086	01051	seed.de_admin_municipality
01051089	Quickborn	Q553070	01051	seed.de_admin_municipality
01051090	Ramhusen	Q548287	01051	seed.de_admin_municipality
01051092	Rehm-Flehde-Bargen	Q551812	01051	seed.de_admin_municipality
01051093	Reinsbüttel	Q629595	01051	seed.de_admin_municipality
01051096	Sankt Annen	Q551399	01051	seed.de_admin_municipality
01051097	Sankt Michaelisdonn	Q528499	01051	seed.de_admin_municipality
01051098	Sarzbüttel	Q546006	01051	seed.de_admin_municipality
01051099	Schafstedt	Q552536	01051	seed.de_admin_municipality
01051100	Schalkholz	Q548955	01051	seed.de_admin_municipality
01051102	Schlichting	Q550330	01051	seed.de_admin_municipality
01051103	Schmedeswurth	Q546888	01051	seed.de_admin_municipality
01051104	Schrum	Q552558	01051	seed.de_admin_municipality
01051105	Schülp	Q554194	01051	seed.de_admin_municipality
01051107	Stelle-Wittenwurth	Q547040	01051	seed.de_admin_municipality
01051108	Strübbel	Q302671	01051	seed.de_admin_municipality
01051109	Süderdeich	Q551694	01051	seed.de_admin_municipality
01051110	Süderhastedt	Q503900	01051	seed.de_admin_municipality
01051113	Wöhrden	Q549022	01051	seed.de_admin_municipality
01051114	Tellingstedt	Q550433	01051	seed.de_admin_municipality
01051117	Tielenhemme	Q528594	01051	seed.de_admin_municipality
01051118	Trennewurth	Q528451	01051	seed.de_admin_municipality
01051119	Volsemenhusen	Q529111	01051	seed.de_admin_municipality
01051120	Wallen	Q558210	01051	seed.de_admin_municipality
01051121	Warwerort	Q528333	01051	seed.de_admin_municipality
01051122	Weddingstedt	Q222600	01051	seed.de_admin_municipality
01051125	Welmbüttel	Q526883	01051	seed.de_admin_municipality
01051126	Wennbüttel	Q537932	01051	seed.de_admin_municipality
01051127	Wesselburen	Q518460	01051	seed.de_admin_municipality
01051128	Wesselburener Deichhausen	Q524763	01051	seed.de_admin_municipality
01051129	Wesselburenerkoog	Q533504	01051	seed.de_admin_municipality
01051130	Wesseln	Q528480	01051	seed.de_admin_municipality
01051131	Westerborstel	Q524547	01051	seed.de_admin_municipality
01051132	Westerdeichstrich	Q533457	01051	seed.de_admin_municipality
01051133	Wiemerstedt	Q526870	01051	seed.de_admin_municipality
01051134	Windbergen	Q549085	01051	seed.de_admin_municipality
01051135	Wolmersdorf	Q548267	01051	seed.de_admin_municipality
01051136	Wrohm	Q558184	01051	seed.de_admin_municipality
01051137	Nordermeldorf	Q528516	01051	seed.de_admin_municipality
01051138	Tensbüttel-Röst	Q552563	01051	seed.de_admin_municipality
01051139	Süderdorf	Q546862	01051	seed.de_admin_municipality
01051140	Oesterwurth	Q548383	01051	seed.de_admin_municipality
01051141	Süderheistedt	Q629607	01051	seed.de_admin_municipality
01053001	Albsfelde	Q249684	01053	seed.de_admin_municipality
01053002	Alt-Mölln	Q433223	01053	seed.de_admin_municipality
01053003	Aumühle	Q59977	01053	seed.de_admin_municipality
01053004	Bäk	Q635259	01053	seed.de_admin_municipality
01053005	Bälau	Q370503	01053	seed.de_admin_municipality
01053006	Basedow	Q632209	01053	seed.de_admin_municipality
01053007	Basthorst	Q632193	01053	seed.de_admin_municipality
01053008	Behlendorf	Q633680	01053	seed.de_admin_municipality
01053009	Berkenthin	Q641603	01053	seed.de_admin_municipality
01053010	Besenthal	Q632477	01053	seed.de_admin_municipality
01053011	Bliestorf	Q632198	01053	seed.de_admin_municipality
01053012	Börnsen	Q565397	01053	seed.de_admin_municipality
01053013	Borstorf	Q632466	01053	seed.de_admin_municipality
01053014	Breitenfelde	Q632515	01053	seed.de_admin_municipality
01053015	Bröthen	Q632288	01053	seed.de_admin_municipality
01053016	Brunsmark	Q164477	01053	seed.de_admin_municipality
01053017	Brunstorf	Q632508	01053	seed.de_admin_municipality
01053018	Buchholz	Q669121	01053	seed.de_admin_municipality
01053019	Buchhorst	Q632435	01053	seed.de_admin_municipality
01053020	Büchen	Q631683	01053	seed.de_admin_municipality
01053021	Dahmker	Q137618	01053	seed.de_admin_municipality
01053022	Dalldorf	Q667401	01053	seed.de_admin_municipality
01053023	Dassendorf	Q632571	01053	seed.de_admin_municipality
01053024	Düchelsdorf	Q632167	01053	seed.de_admin_municipality
01053025	Duvensee	Q632590	01053	seed.de_admin_municipality
01053026	Einhaus	Q554227	01053	seed.de_admin_municipality
01053027	Elmenhorst	Q682157	01053	seed.de_admin_municipality
01053028	Escheburg	Q555756	01053	seed.de_admin_municipality
01053029	Fitzen	Q554055	01053	seed.de_admin_municipality
01053030	Fredeburg	Q552924	01053	seed.de_admin_municipality
01053031	Fuhlenhagen	Q127030	01053	seed.de_admin_municipality
01053032	Geesthacht	Q494790	01053	seed.de_admin_municipality
01053033	Giesensdorf	Q168333	01053	seed.de_admin_municipality
01053034	Göldenitz	Q632368	01053	seed.de_admin_municipality
01053035	Göttin	Q632453	01053	seed.de_admin_municipality
01053036	Grabau	Q642115	01053	seed.de_admin_municipality
01053037	Grambek	Q632442	01053	seed.de_admin_municipality
01053038	Grinau	Q632360	01053	seed.de_admin_municipality
01053039	Groß Boden	Q632373	01053	seed.de_admin_municipality
01053040	Groß Disnack	Q633624	01053	seed.de_admin_municipality
01053041	Groß Grönau	Q555878	01053	seed.de_admin_municipality
01053042	Groß Pampau	Q632488	01053	seed.de_admin_municipality
01053043	Groß Sarau	Q633645	01053	seed.de_admin_municipality
01053044	Groß Schenkenberg	Q632468	01053	seed.de_admin_municipality
01053045	Grove	Q212501	01053	seed.de_admin_municipality
01053046	Gudow	Q632215	01053	seed.de_admin_municipality
01053047	Gülzow	Q690721	01053	seed.de_admin_municipality
01053048	Güster	Q632351	01053	seed.de_admin_municipality
01053049	Hamfelde	Q266076	01053	seed.de_admin_municipality
01053050	Hamwarde	Q667416	01053	seed.de_admin_municipality
01053051	Harmsdorf	Q678382	01053	seed.de_admin_municipality
01053052	Havekost	Q632520	01053	seed.de_admin_municipality
01053053	Hohenhorn	Q555748	01053	seed.de_admin_municipality
01053054	Hollenbek	Q632187	01053	seed.de_admin_municipality
01053056	Hornbek	Q555712	01053	seed.de_admin_municipality
01053057	Horst	Q632206	01053	seed.de_admin_municipality
01053058	Juliusburg	Q555734	01053	seed.de_admin_municipality
01053059	Kankelau	Q555335	01053	seed.de_admin_municipality
01053060	Kasseburg	Q555353	01053	seed.de_admin_municipality
01053061	Kastorf	Q376180	01053	seed.de_admin_municipality
01053062	Kittlitz	Q555763	01053	seed.de_admin_municipality
01053064	Klein Pampau	Q629457	01053	seed.de_admin_municipality
01053066	Klein Zecher	Q555721	01053	seed.de_admin_municipality
01053067	Klempau	Q555213	01053	seed.de_admin_municipality
01053068	Klinkrade	Q555709	01053	seed.de_admin_municipality
01053069	Koberg	Q555662	01053	seed.de_admin_municipality
01053070	Köthel	Q632462	01053	seed.de_admin_municipality
01053071	Kollow	Q555381	01053	seed.de_admin_municipality
01053072	Kröppelshagen-Fahrendorf	Q555667	01053	seed.de_admin_municipality
01053073	Krüzen	Q632450	01053	seed.de_admin_municipality
01053074	Krukow	Q555685	01053	seed.de_admin_municipality
01053075	Krummesse	Q629376	01053	seed.de_admin_municipality
01053076	Kuddewörde	Q629388	01053	seed.de_admin_municipality
01053077	Kühsen	Q555717	01053	seed.de_admin_municipality
01053078	Kulpin	Q555751	01053	seed.de_admin_municipality
01053079	Labenz	Q629441	01053	seed.de_admin_municipality
01053080	Langenlehsten	Q544160	01053	seed.de_admin_municipality
01053081	Lankau	Q632529	01053	seed.de_admin_municipality
01053082	Lanze	Q555677	01053	seed.de_admin_municipality
01053083	Lauenburg/Elbe	Q492380	01053	seed.de_admin_municipality
01053084	Lehmrade	Q632171	01053	seed.de_admin_municipality
01053085	Linau	Q632293	01053	seed.de_admin_municipality
01053086	Lüchow	Q632344	01053	seed.de_admin_municipality
01053087	Lütau	Q666341	01053	seed.de_admin_municipality
01053088	Mechow	Q181127	01053	seed.de_admin_municipality
01053089	Möhnsen	Q632444	01053	seed.de_admin_municipality
01053090	Mölln	Q498036	01053	seed.de_admin_municipality
01053091	Mühlenrade	Q560827	01053	seed.de_admin_municipality
01053092	Müssen	Q659404	01053	seed.de_admin_municipality
01053093	Mustin	Q669151	01053	seed.de_admin_municipality
01053094	Niendorf bei Berkenthin	Q555375	01053	seed.de_admin_municipality
01053095	Niendorf/Stecknitz	Q666399	01053	seed.de_admin_municipality
01053096	Nusse	Q514600	01053	seed.de_admin_municipality
01053097	Panten	Q666369	01053	seed.de_admin_municipality
01053098	Pogeez	Q519376	01053	seed.de_admin_municipality
01053099	Poggensee	Q555671	01053	seed.de_admin_municipality
01053100	Ratzeburg	Q490025	01053	seed.de_admin_municipality
01053101	Ritzerau	Q632575	01053	seed.de_admin_municipality
01053102	Römnitz	Q669214	01053	seed.de_admin_municipality
01053103	Rondeshagen	Q632473	01053	seed.de_admin_municipality
01053104	Roseburg	Q666385	01053	seed.de_admin_municipality
01053105	Sachsenwald (Forstgutsbez.)	Q510383	01053	seed.de_admin_municipality
01053106	Sahms	Q632178	01053	seed.de_admin_municipality
01053107	Salem	Q675469	01053	seed.de_admin_municipality
01053108	Sandesneben	Q579973	01053	seed.de_admin_municipality
01053109	Schiphorst	Q632493	01053	seed.de_admin_municipality
01053110	Schmilau	Q633738	01053	seed.de_admin_municipality
01053111	Schnakenbek	Q632500	01053	seed.de_admin_municipality
01053112	Schönberg	Q632447	01053	seed.de_admin_municipality
01053113	Schretstaken	Q632512	01053	seed.de_admin_municipality
01053114	Schürensöhlen	Q632458	01053	seed.de_admin_municipality
01053115	Schulendorf	Q632357	01053	seed.de_admin_municipality
01053116	Schwarzenbek	Q569643	01053	seed.de_admin_municipality
01053117	Seedorf	Q669055	01053	seed.de_admin_municipality
01053118	Siebenbäumen	Q667394	01053	seed.de_admin_municipality
01053119	Siebeneichen	Q818747	01053	seed.de_admin_municipality
01053120	Sierksrade	Q370556	01053	seed.de_admin_municipality
01053121	Sirksfelde	Q596617	01053	seed.de_admin_municipality
01053122	Steinhorst	Q665109	01053	seed.de_admin_municipality
01053123	Sterley	Q632161	01053	seed.de_admin_municipality
01053124	Stubben	Q667273	01053	seed.de_admin_municipality
01053125	Talkau	Q632483	01053	seed.de_admin_municipality
01053126	Tramm	Q555744	01053	seed.de_admin_municipality
01053127	Walksfelde	Q555681	01053	seed.de_admin_municipality
01053128	Wangelau	Q555322	01053	seed.de_admin_municipality
01053129	Wentorf bei Hamburg	Q552545	01053	seed.de_admin_municipality
01053130	Wentorf (Amt Sandesneben)	Q555737	01053	seed.de_admin_municipality
01053131	Wiershop	Q555689	01053	seed.de_admin_municipality
01053132	Witzeeze	Q632439	01053	seed.de_admin_municipality
01053133	Wohltorf	Q555867	01053	seed.de_admin_municipality
01053134	Woltersdorf	Q667219	01053	seed.de_admin_municipality
01053135	Worth	Q667205	01053	seed.de_admin_municipality
01053136	Ziethen	Q199283	01053	seed.de_admin_municipality
01054001	Achtrup	Q341040	01054	seed.de_admin_municipality
01054002	Ahrenshöft	Q402840	01054	seed.de_admin_municipality
01054003	Ahrenviöl	Q402850	01054	seed.de_admin_municipality
01054004	Ahrenviölfeld	Q48248	01054	seed.de_admin_municipality
01054005	Alkersum	Q20780	01054	seed.de_admin_municipality
01054006	Almdorf	Q573052	01054	seed.de_admin_municipality
01054007	Arlewatt	Q20745	01054	seed.de_admin_municipality
01054009	Aventoft	Q506341	01054	seed.de_admin_municipality
01054010	Bargum	Q573011	01054	seed.de_admin_municipality
01054011	Behrendorf	Q48257	01054	seed.de_admin_municipality
01054012	Bohmstedt	Q573025	01054	seed.de_admin_municipality
01054013	Bondelum	Q48262	01054	seed.de_admin_municipality
01054014	Bordelum	Q573015	01054	seed.de_admin_municipality
01054015	Borgsum	Q27308	01054	seed.de_admin_municipality
01054016	Bosbüll	Q559456	01054	seed.de_admin_municipality
01054017	Braderup	Q523770	01054	seed.de_admin_municipality
01054018	Bramstedtlund	Q522802	01054	seed.de_admin_municipality
01054019	Bredstedt	Q20753	01054	seed.de_admin_municipality
01054020	Breklum	Q559468	01054	seed.de_admin_municipality
01054022	Dagebüll	Q20744	01054	seed.de_admin_municipality
01054023	Drage	Q20742	01054	seed.de_admin_municipality
01054024	Drelsdorf	Q559390	01054	seed.de_admin_municipality
01054025	Dunsum	Q21045	01054	seed.de_admin_municipality
01054026	Elisabeth-Sophien-Koog	Q20783	01054	seed.de_admin_municipality
01054027	Ellhöft	Q506368	01054	seed.de_admin_municipality
01054032	Fresendelf	Q20786	01054	seed.de_admin_municipality
01054033	Friedrichstadt	Q21065	01054	seed.de_admin_municipality
01054034	Friedrich-Wilhelm-Lübke-Koog	Q559472	01054	seed.de_admin_municipality
01054035	Kirchspiel Garding	Q21013	01054	seed.de_admin_municipality
01054036	Garding	Q27324	01054	seed.de_admin_municipality
01054037	Goldebek	Q528915	01054	seed.de_admin_municipality
01054038	Goldelund	Q528786	01054	seed.de_admin_municipality
01054039	Gröde	Q20754	01054	seed.de_admin_municipality
01054040	Grothusenkoog	Q20751	01054	seed.de_admin_municipality
01054041	Haselund	Q48260	01054	seed.de_admin_municipality
01054042	Hattstedt	Q21135	01054	seed.de_admin_municipality
01054043	Hattstedtermarsch	Q20746	01054	seed.de_admin_municipality
01054045	Högel	Q523021	01054	seed.de_admin_municipality
01054046	Hörnum (Sylt)	Q28013	01054	seed.de_admin_municipality
01054048	Holm	Q559369	01054	seed.de_admin_municipality
01054050	Hallig Hooge	Q20836	01054	seed.de_admin_municipality
01054052	Horstedt	Q28034	01054	seed.de_admin_municipality
01054054	Hude	Q21016	01054	seed.de_admin_municipality
01054055	Humptrup	Q506313	01054	seed.de_admin_municipality
01054056	Husum	Q21159	01054	seed.de_admin_municipality
01054057	Immenstedt	Q48272	01054	seed.de_admin_municipality
01054059	Joldelund	Q522937	01054	seed.de_admin_municipality
01054061	Kampen (Sylt)	Q27332	01054	seed.de_admin_municipality
01054062	Karlum	Q522890	01054	seed.de_admin_municipality
01054063	Katharinenheerd	Q20781	01054	seed.de_admin_municipality
01054065	Klanxbüll	Q522859	01054	seed.de_admin_municipality
01054068	Klixbüll	Q506044	01054	seed.de_admin_municipality
01054070	Koldenbüttel	Q27598	01054	seed.de_admin_municipality
01054071	Kolkerheide	Q506018	01054	seed.de_admin_municipality
01054072	Kotzenbüll	Q20791	01054	seed.de_admin_municipality
01054073	Ladelund	Q522821	01054	seed.de_admin_municipality
01054074	Langeneß	Q29931	01054	seed.de_admin_municipality
01054075	Langenhorn	Q559410	01054	seed.de_admin_municipality
01054076	Leck	Q28001	01054	seed.de_admin_municipality
01054077	Lexgaard	Q523851	01054	seed.de_admin_municipality
01054078	List auf Sylt	Q21160	01054	seed.de_admin_municipality
01054079	Löwenstedt	Q48258	01054	seed.de_admin_municipality
01054080	Lütjenholm	Q523789	01054	seed.de_admin_municipality
01054083	Midlum	Q28022	01054	seed.de_admin_municipality
01054084	Mildstedt	Q21011	01054	seed.de_admin_municipality
01054085	Nebel	Q21042	01054	seed.de_admin_municipality
01054086	Neukirchen	Q524034	01054	seed.de_admin_municipality
01054087	Nieblum	Q20788	01054	seed.de_admin_municipality
01054088	Niebüll	Q21014	01054	seed.de_admin_municipality
01054089	Norddorf auf Amrum	Q21049	01054	seed.de_admin_municipality
01054090	Norderfriedrichskoog	Q21050	01054	seed.de_admin_municipality
01054091	Nordstrand	Q21010	01054	seed.de_admin_municipality
01054092	Norstedt	Q573037	01054	seed.de_admin_municipality
01054093	Ockholm	Q522875	01054	seed.de_admin_municipality
01054094	Oevenum	Q20787	01054	seed.de_admin_municipality
01054095	Oldenswort	Q20784	01054	seed.de_admin_municipality
01054096	Oldersbek	Q21052	01054	seed.de_admin_municipality
01054097	Olderup	Q20782	01054	seed.de_admin_municipality
01054098	Oldsum	Q20785	01054	seed.de_admin_municipality
01054099	Ostenfeld (Husum)	Q21134	01054	seed.de_admin_municipality
01054100	Osterhever	Q20796	01054	seed.de_admin_municipality
01054101	Oster-Ohrstedt	Q572969	01054	seed.de_admin_municipality
01054103	Pellworm	Q3146	01054	seed.de_admin_municipality
01054104	Poppenbüll	Q20794	01054	seed.de_admin_municipality
01054105	Ramstedt	Q21012	01054	seed.de_admin_municipality
01054106	Rantrum	Q21019	01054	seed.de_admin_municipality
01054108	Reußenköge	Q21043	01054	seed.de_admin_municipality
01054109	Risum-Lindholm	Q28038	01054	seed.de_admin_municipality
01054110	Rodenäs	Q547683	01054	seed.de_admin_municipality
01054113	Sankt Peter-Ording	Q20749	01054	seed.de_admin_municipality
01054116	Schwabstedt	Q28050	01054	seed.de_admin_municipality
01054118	Schwesing	Q573045	01054	seed.de_admin_municipality
01054119	Seeth	Q28020	01054	seed.de_admin_municipality
01054120	Simonsberg	Q20743	01054	seed.de_admin_municipality
01054121	Sönnebüll	Q523836	01054	seed.de_admin_municipality
01054123	Sollwitt	Q572960	01054	seed.de_admin_municipality
01054124	Sprakebüll	Q559464	01054	seed.de_admin_municipality
01054125	Stadum	Q523867	01054	seed.de_admin_municipality
01054126	Stedesand	Q639382	01054	seed.de_admin_municipality
01054128	Struckum	Q559379	01054	seed.de_admin_municipality
01054129	Süderende	Q21046	01054	seed.de_admin_municipality
01054130	Süderhöft	Q20750	01054	seed.de_admin_municipality
01054131	Süderlügum	Q559482	01054	seed.de_admin_municipality
01054132	Südermarsch	Q28027	01054	seed.de_admin_municipality
01054134	Tating	Q27313	01054	seed.de_admin_municipality
01054135	Tetenbüll	Q20792	01054	seed.de_admin_municipality
01054136	Tinningstedt	Q506034	01054	seed.de_admin_municipality
01054138	Tönning	Q21018	01054	seed.de_admin_municipality
01054140	Tümlauer Koog	Q20864	01054	seed.de_admin_municipality
01054141	Uelvesbüll	Q572986	01054	seed.de_admin_municipality
01054142	Uphusum	Q506024	01054	seed.de_admin_municipality
01054143	Utersum	Q20798	01054	seed.de_admin_municipality
01054144	Viöl	Q573073	01054	seed.de_admin_municipality
01054145	Vollerwiek	Q20779	01054	seed.de_admin_municipality
01054146	Vollstedt	Q559419	01054	seed.de_admin_municipality
01054148	Welt	Q21051	01054	seed.de_admin_municipality
01054149	Wenningstedt-Braderup (Sylt)	Q20789	01054	seed.de_admin_municipality
01054150	Westerhever	Q20797	01054	seed.de_admin_municipality
01054152	Wester-Ohrstedt	Q572982	01054	seed.de_admin_municipality
01054154	Westre	Q506431	01054	seed.de_admin_municipality
01054156	Winnert	Q573057	01054	seed.de_admin_municipality
01054157	Wisch	Q572977	01054	seed.de_admin_municipality
01054158	Witsum	Q21044	01054	seed.de_admin_municipality
01054159	Wittbek	Q572994	01054	seed.de_admin_municipality
01054160	Wittdün auf Amrum	Q28091	01054	seed.de_admin_municipality
01054161	Witzwort	Q573006	01054	seed.de_admin_municipality
01054162	Wobbenbüll	Q573064	01054	seed.de_admin_municipality
01054163	Wrixum	Q27328	01054	seed.de_admin_municipality
01054164	Wyk auf Föhr	Q20771	01054	seed.de_admin_municipality
01054165	Galmsbüll	Q506039	01054	seed.de_admin_municipality
01054166	Emmelsbüll-Horsbüll	Q559415	01054	seed.de_admin_municipality
01054167	Enge-Sande	Q522968	01054	seed.de_admin_municipality
01054168	Sylt	Q21008	01054	seed.de_admin_municipality
01055001	Ahrensbök	Q402773	01055	seed.de_admin_municipality
01055002	Altenkrempe	Q437358	01055	seed.de_admin_municipality
01055004	Bad Schwartau	Q516432	01055	seed.de_admin_municipality
01055006	Beschendorf	Q557533	01055	seed.de_admin_municipality
01055007	Bosau	Q554043	01055	seed.de_admin_municipality
01055010	Dahme	Q637728	01055	seed.de_admin_municipality
01055011	Damlos	Q547001	01055	seed.de_admin_municipality
01055012	Eutin	Q490445	01055	seed.de_admin_municipality
01055014	Göhl	Q560866	01055	seed.de_admin_municipality
01055015	Gremersdorf	Q523819	01055	seed.de_admin_municipality
01055016	Grömitz	Q541739	01055	seed.de_admin_municipality
01055017	Großenbrode	Q541681	01055	seed.de_admin_municipality
01055018	Grube	Q555085	01055	seed.de_admin_municipality
01055020	Harmsdorf	Q546933	01055	seed.de_admin_municipality
01055021	Heiligenhafen	Q516540	01055	seed.de_admin_municipality
01055022	Heringsdorf	Q557571	01055	seed.de_admin_municipality
01055023	Kabelhorst	Q260253	01055	seed.de_admin_municipality
01055024	Kasseedorf	Q546789	01055	seed.de_admin_municipality
01055025	Kellenhusen (Ostsee)	Q551387	01055	seed.de_admin_municipality
01055027	Lensahn	Q552941	01055	seed.de_admin_municipality
01055028	Malente	Q522056	01055	seed.de_admin_municipality
01055029	Manhagen	Q522280	01055	seed.de_admin_municipality
01055031	Neukirchen	Q120310	01055	seed.de_admin_municipality
01055032	Neustadt in Holstein	Q499861	01055	seed.de_admin_municipality
01055033	Oldenburg in Holstein	Q496435	01055	seed.de_admin_municipality
01055035	Ratekau	Q629480	01055	seed.de_admin_municipality
01055036	Riepsdorf	Q557554	01055	seed.de_admin_municipality
01055037	Schashagen	Q558654	01055	seed.de_admin_municipality
01055038	Schönwalde am Bungsberg	Q558648	01055	seed.de_admin_municipality
01055039	Sierksdorf	Q629468	01055	seed.de_admin_municipality
01055040	Stockelsdorf	Q551818	01055	seed.de_admin_municipality
01055041	Süsel	Q554068	01055	seed.de_admin_municipality
01055042	Timmendorfer Strand	Q541750	01055	seed.de_admin_municipality
01055043	Wangels	Q526784	01055	seed.de_admin_municipality
01055044	Scharbeutz	Q541628	01055	seed.de_admin_municipality
01055046	Fehmarn	Q3172	01055	seed.de_admin_municipality
01056001	Appen	Q574225	01056	seed.de_admin_municipality
01056002	Barmstedt	Q516930	01056	seed.de_admin_municipality
01056003	Bevern	Q574237	01056	seed.de_admin_municipality
01056004	Bilsen	Q264394	01056	seed.de_admin_municipality
01056005	Bönningstedt	Q574242	01056	seed.de_admin_municipality
01056006	Bokel	Q705511	01056	seed.de_admin_municipality
01056008	Bokholt-Hanredder	Q574210	01056	seed.de_admin_municipality
01056009	Borstel-Hohenraden	Q574233	01056	seed.de_admin_municipality
01056010	Brande-Hörnerkirchen	Q574216	01056	seed.de_admin_municipality
01056011	Bullenkuhlen	Q574229	01056	seed.de_admin_municipality
01056013	Ellerbek	Q574193	01056	seed.de_admin_municipality
01056014	Ellerhoop	Q545995	01056	seed.de_admin_municipality
01056015	Elmshorn	Q6845	01056	seed.de_admin_municipality
01056016	Groß Nordende	Q635286	01056	seed.de_admin_municipality
01056017	Groß Offenseth-Aspern	Q302673	01056	seed.de_admin_municipality
01056018	Halstenbek	Q542824	01056	seed.de_admin_municipality
01056019	Haselau	Q566114	01056	seed.de_admin_municipality
01056020	Haseldorf	Q566110	01056	seed.de_admin_municipality
01056021	Hasloh	Q566123	01056	seed.de_admin_municipality
01056022	Heede	Q558107	01056	seed.de_admin_municipality
01056023	Heidgraben	Q524535	01056	seed.de_admin_municipality
01056024	Heist	Q549177	01056	seed.de_admin_municipality
01056025	Helgoland	Q3038	01056	seed.de_admin_municipality
01056026	Hemdingen	Q546363	01056	seed.de_admin_municipality
